Vgs_1.6,Ids_1.6,Vgs_1.6500000000000001,Ids_1.6500000000000001,Vgs_1.7000000000000002,Ids_1.7000000000000002,Vgs_1.7500000000000002,Ids_1.7500000000000002,Vgs_1.8000000000000003,Ids_1.8000000000000003,Vgs_1.8500000000000003,Ids_1.8500000000000003,Vgs_1.9000000000000004,Ids_1.9000000000000004,Vgs_1.9500000000000004,Ids_1.9500000000000004,Vgs_2.0000000000000004,Ids_2.0000000000000004,Vgs_2.0500000000000007,Ids_2.0500000000000007,Vgs_2.1000000000000005,Ids_2.1000000000000005,Vgs_2.1500000000000004,Ids_2.1500000000000004,Vgs_2.2000000000000006,Ids_2.2000000000000006
1.599,0.031,1.65,0.655,1.699,0.802,1.749,0.99,1.8,1.228,1.85,1.508,1.899,1.863,1.95,2.301,2.0,2.764,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.541,1.65,0.662,1.699,0.816,1.749,1.007,1.8,1.241,1.85,1.535,1.899,1.892,1.95,2.292,2.0,2.819,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.53,1.65,0.658,1.699,0.806,1.749,0.994,1.8,1.235,1.85,1.529,1.899,1.862,1.95,2.305,2.0,2.772,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.026,1.65,0.658,1.699,0.812,1.749,0.997,1.8,1.237,1.85,1.519,1.899,1.877,1.95,2.276,2.0,2.777,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.541,1.65,0.658,1.699,0.813,1.749,0.999,1.8,1.233,1.85,1.523,1.899,1.876,1.95,2.272,2.0,2.796,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.523,1.65,0.649,1.699,0.797,1.749,0.983,1.8,1.224,1.85,1.514,1.899,1.844,1.95,2.278,2.0,2.739,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.027,1.65,0.645,1.699,0.795,1.749,0.974,1.8,1.21,1.85,1.484,1.899,1.838,1.95,2.229,2.0,2.731,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.526,1.65,0.642,1.699,0.792,1.749,0.978,1.8,1.209,1.85,1.495,1.899,1.848,1.95,2.244,2.0,2.764,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.519,1.65,0.642,1.699,0.787,1.749,0.971,1.8,1.201,1.85,1.489,1.899,1.818,1.95,2.252,2.0,2.767,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.027,1.65,0.646,1.699,0.794,1.749,0.98,1.8,1.218,1.85,1.497,1.899,1.849,1.95,2.286,2.0,2.749,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.536,1.65,0.654,1.699,0.808,1.749,0.996,1.8,1.227,1.85,1.522,1.899,1.878,1.95,2.275,2.0,2.799,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.522,1.65,0.648,1.699,0.794,1.749,0.983,1.8,1.223,1.85,1.517,1.899,1.85,1.95,2.292,2.0,2.753,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.027,1.65,0.647,1.699,0.795,1.749,0.983,1.8,1.222,1.85,1.502,1.899,1.864,1.95,2.304,2.0,2.774,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.543,1.65,0.661,1.699,0.815,1.749,1.006,1.8,1.24,1.85,1.536,1.899,1.89,1.95,2.288,2.0,2.816,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.543,1.65,0.672,1.699,0.827,1.749,1.018,1.8,1.257,1.85,1.557,1.899,1.894,1.95,2.349,2.0,2.89,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.538,1.65,0.667,1.699,0.822,1.749,1.013,1.8,1.257,1.85,1.555,1.899,1.896,1.95,2.346,2.0,2.821,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.548,1.65,0.667,1.699,0.823,1.749,1.016,1.8,1.26,1.85,1.547,1.899,1.921,1.95,2.328,2.0,2.875,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.554,1.65,0.686,1.699,0.843,1.749,1.037,1.8,1.278,1.85,1.585,1.899,1.931,1.95,2.393,2.0,2.942,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.55,1.65,0.681,1.699,0.838,1.749,1.032,1.8,1.282,1.85,1.584,1.899,1.933,1.95,2.398,2.0,2.882,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.561,1.65,0.684,1.699,0.842,1.749,1.037,1.8,1.289,1.85,1.577,1.899,1.949,1.95,2.361,2.0,2.909,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.558,1.65,0.691,1.7,0.851,1.749,1.05,1.8,1.296,1.85,1.606,1.899,1.954,1.95,2.418,2.0,2.978,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.037,1.65,0.688,1.7,0.847,1.749,1.043,1.8,1.294,1.85,1.585,1.899,1.964,1.95,2.426,2.0,2.917,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.56,1.65,0.685,1.7,0.847,1.749,1.045,1.8,1.297,1.85,1.592,1.899,1.971,1.95,2.394,2.0,2.956,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
