Vgs_1.6,Ids_1.6,Vgs_1.6500000000000001,Ids_1.6500000000000001,Vgs_1.7000000000000002,Ids_1.7000000000000002,Vgs_1.7500000000000002,Ids_1.7500000000000002,Vgs_1.8000000000000003,Ids_1.8000000000000003,Vgs_1.8500000000000003,Ids_1.8500000000000003,Vgs_1.9000000000000004,Ids_1.9000000000000004,Vgs_1.9500000000000004,Ids_1.9500000000000004,Vgs_2.0000000000000004,Ids_2.0000000000000004,Vgs_2.0500000000000007,Ids_2.0500000000000007,Vgs_2.1000000000000005,Ids_2.1000000000000005,Vgs_2.1500000000000004,Ids_2.1500000000000004,Vgs_2.2000000000000006,Ids_2.2000000000000006
1.6,0.004,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.031,1.849,0.052,1.899,0.085,1.95,0.135,2.0,0.207,2.049,0.307,2.099,0.446,2.15,0.628,2.199,0.853
1.599,0.004,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.031,1.85,0.052,1.899,0.084,1.95,0.134,2.0,0.206,2.049,0.307,2.099,0.446,2.15,0.624,2.199,0.856
1.599,0.0,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.031,1.849,0.052,1.899,0.085,1.95,0.135,2.0,0.207,2.049,0.308,2.099,0.445,2.15,0.628,2.199,0.86
1.6,0.004,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.031,1.85,0.052,1.899,0.085,1.95,0.135,2.0,0.208,2.049,0.308,2.099,0.447,2.15,0.63,2.199,0.855
1.599,0.004,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.031,1.849,0.052,1.899,0.084,1.95,0.134,2.0,0.206,2.049,0.306,2.099,0.446,2.15,0.624,2.199,0.856
1.599,0.004,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.031,1.85,0.052,1.899,0.084,1.95,0.134,2.0,0.206,2.049,0.307,2.099,0.446,2.15,0.624,2.199,0.856
1.6,0.004,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.031,1.849,0.052,1.899,0.084,1.95,0.134,2.0,0.207,2.049,0.308,2.099,0.446,2.15,0.629,2.199,0.854
1.599,0.004,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.031,1.85,0.052,1.899,0.084,1.95,0.134,2.0,0.206,2.049,0.306,2.099,0.446,2.15,0.624,2.199,0.854
1.599,0.004,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.031,1.85,0.052,1.899,0.084,1.95,0.134,2.0,0.206,2.049,0.307,2.099,0.446,2.15,0.625,2.199,0.856
1.599,0.0,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.031,1.85,0.052,1.899,0.084,1.95,0.135,2.0,0.207,2.049,0.308,2.099,0.446,2.15,0.63,2.199,0.855
1.6,0.004,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.031,1.85,0.051,1.899,0.084,1.95,0.134,2.0,0.205,2.049,0.305,2.099,0.445,2.15,0.624,2.199,0.857
1.599,0.0,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.031,1.849,0.052,1.899,0.084,1.95,0.134,2.0,0.206,2.049,0.307,2.099,0.445,2.15,0.628,2.199,0.862
1.599,0.004,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.032,1.85,0.052,1.899,0.085,1.95,0.135,2.0,0.208,2.049,0.309,2.099,0.449,2.15,0.633,2.199,0.861
1.599,0.004,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.031,1.849,0.052,1.899,0.085,1.95,0.136,2.0,0.208,2.049,0.309,2.099,0.45,2.15,0.631,2.199,0.866
1.599,0.0,1.65,0.006,1.699,0.011,1.749,0.019,1.8,0.032,1.849,0.053,1.899,0.086,1.95,0.137,2.0,0.21,2.049,0.312,2.099,0.451,2.15,0.636,2.199,0.872
1.6,0.004,1.65,0.007,1.699,0.011,1.749,0.019,1.8,0.032,1.85,0.053,1.899,0.087,1.95,0.137,2.0,0.211,2.049,0.314,2.099,0.453,2.15,0.639,2.199,0.867
1.599,0.004,1.65,0.006,1.699,0.011,1.749,0.019,1.8,0.032,1.85,0.053,1.899,0.086,1.95,0.137,2.0,0.21,2.049,0.312,2.099,0.454,2.15,0.635,2.199,0.871
1.599,0.004,1.65,0.007,1.699,0.011,1.749,0.019,1.8,0.032,1.85,0.054,1.899,0.087,1.95,0.138,2.0,0.211,2.049,0.314,2.099,0.454,2.15,0.64,2.199,0.876
1.6,0.004,1.65,0.007,1.699,0.011,1.749,0.019,1.8,0.032,1.85,0.054,1.899,0.087,1.95,0.139,1.999,0.213,2.049,0.315,2.099,0.457,2.15,0.644,2.199,0.873
1.599,0.004,1.65,0.007,1.699,0.011,1.749,0.019,1.8,0.032,1.849,0.054,1.899,0.087,1.95,0.139,2.0,0.212,2.049,0.315,2.099,0.458,2.15,0.64,2.199,0.878
1.599,0.004,1.65,0.007,1.699,0.011,1.749,0.019,1.8,0.033,1.85,0.054,1.899,0.088,1.95,0.139,2.0,0.213,2.049,0.317,2.099,0.457,2.15,0.645,2.199,0.882
1.599,0.004,1.65,0.007,1.699,0.011,1.749,0.019,1.8,0.033,1.849,0.055,1.899,0.088,1.95,0.14,2.0,0.214,2.049,0.317,2.099,0.46,2.15,0.647,2.199,0.877
1.6,0.004,1.65,0.007,1.699,0.011,1.749,0.019,1.8,0.033,1.85,0.054,1.899,0.088,1.95,0.14,2.0,0.214,2.049,0.317,2.099,0.46,2.15,0.643,2.199,0.881
1.599,0.0,1.65,0.007,1.699,0.011,1.749,0.02,1.8,0.033,1.85,0.055,1.899,0.089,1.95,0.14,2.0,0.214,2.049,0.318,2.099,0.459,2.15,0.647,2.199,0.885
1.6,0.004,1.65,0.007,1.699,0.011,1.749,0.02,1.8,0.033,1.85,0.055,1.899,0.088,1.95,0.141,2.0,0.215,2.049,0.318,2.099,0.462,2.15,0.65,2.199,0.881
1.6,0.004,1.65,0.007,1.699,0.011,1.749,0.019,1.8,0.033,1.85,0.054,1.899,0.088,1.95,0.139,2.0,0.214,2.049,0.317,2.099,0.46,2.15,0.648,2.199,0.879
1.599,0.004,1.65,0.007,1.699,0.011,1.749,0.019,1.8,0.033,1.85,0.054,1.899,0.088,1.95,0.14,2.0,0.214,2.049,0.318,2.099,0.462,2.15,0.646,2.199,0.885
1.6,0.004,1.65,0.007,1.699,0.011,1.749,0.02,1.8,0.033,1.849,0.055,1.899,0.089,1.95,0.14,2.0,0.215,2.049,0.318,2.099,0.461,2.15,0.65,2.199,0.882
1.6,0.004,1.65,0.007,1.699,0.011,1.749,0.019,1.8,0.033,1.849,0.055,1.899,0.088,1.95,0.14,2.0,0.214,2.049,0.317,2.099,0.461,2.15,0.644,2.199,0.884
1.599,0.004,1.65,0.007,1.699,0.011,1.749,0.02,1.8,0.033,1.849,0.055,1.899,0.089,1.95,0.14,2.0,0.215,2.049,0.319,2.099,0.461,2.15,0.648,2.199,0.887
1.599,0.004,1.65,0.007,1.699,0.012,1.749,0.02,1.8,0.033,1.85,0.055,1.899,0.089,1.95,0.14,2.0,0.215,2.049,0.319,2.099,0.461,2.15,0.65,2.199,0.882
1.599,0.004,1.65,0.007,1.699,0.011,1.749,0.019,1.8,0.033,1.85,0.055,1.899,0.088,1.95,0.14,2.0,0.215,2.049,0.319,2.099,0.463,2.15,0.647,2.199,0.887
1.599,0.004,1.65,0.007,1.699,0.011,1.749,0.02,1.8,0.033,1.849,0.055,1.899,0.089,1.95,0.141,2.0,0.215,2.049,0.321,2.099,0.463,2.15,0.652,2.199,0.893
1.599,0.004,1.65,0.007,1.699,0.012,1.749,0.02,1.8,0.034,1.849,0.056,1.899,0.09,1.95,0.142,2.0,0.217,2.049,0.323,2.099,0.465,2.15,0.655,2.199,0.889
1.599,0.004,1.65,0.007,1.699,0.012,1.749,0.02,1.8,0.034,1.85,0.055,1.899,0.089,1.95,0.141,2.0,0.216,2.049,0.321,2.099,0.466,2.15,0.651,2.199,0.89
1.599,0.004,1.65,0.007,1.699,0.012,1.749,0.02,1.8,0.034,1.85,0.056,1.899,0.09,1.95,0.142,2.0,0.217,2.049,0.322,2.099,0.465,2.15,0.656,2.199,0.899
1.599,0.004,1.65,0.007,1.699,0.012,1.749,0.02,1.8,0.034,1.849,0.056,1.899,0.091,1.95,0.143,2.0,0.219,2.049,0.324,2.099,0.47,2.15,0.662,2.199,0.896
1.599,0.004,1.65,0.007,1.699,0.012,1.749,0.02,1.8,0.034,1.849,0.056,1.899,0.09,1.95,0.143,2.0,0.218,2.049,0.323,2.099,0.469,2.15,0.654,2.199,0.897
1.599,0.004,1.65,0.007,1.699,0.012,1.749,0.02,1.8,0.034,1.85,0.056,1.899,0.09,1.95,0.143,2.0,0.218,2.049,0.324,2.099,0.469,2.15,0.655,2.199,0.898
1.6,0.004,1.65,0.007,1.699,0.012,1.749,0.02,1.8,0.034,1.85,0.056,1.899,0.091,1.95,0.144,2.0,0.22,2.049,0.325,2.099,0.47,2.15,0.662,2.199,0.897
1.6,0.004,1.65,0.007,1.699,0.012,1.749,0.02,1.8,0.034,1.85,0.056,1.899,0.091,1.95,0.143,2.0,0.219,2.049,0.324,2.099,0.471,2.15,0.658,2.199,0.902
1.599,0.004,1.65,0.007,1.699,0.012,1.749,0.02,1.8,0.034,1.849,0.057,1.899,0.092,1.95,0.145,2.0,0.221,2.049,0.328,2.099,0.472,2.15,0.665,2.199,0.91
1.599,0.004,1.65,0.007,1.699,0.012,1.749,0.021,1.8,0.035,1.849,0.058,1.899,0.093,1.95,0.146,2.0,0.223,2.049,0.329,2.099,0.477,2.15,0.67,2.199,0.907
1.599,0.004,1.65,0.007,1.699,0.012,1.749,0.021,1.8,0.035,1.85,0.057,1.899,0.092,1.95,0.145,2.0,0.221,2.049,0.327,2.099,0.474,2.15,0.661,2.199,0.903
1.599,0.004,1.65,0.007,1.699,0.012,1.749,0.02,1.8,0.034,1.85,0.057,1.899,0.091,1.95,0.145,2.0,0.221,2.049,0.327,2.099,0.475,2.15,0.662,2.199,0.908
1.599,0.0,1.65,0.007,1.699,0.012,1.749,0.021,1.8,0.035,1.85,0.057,1.899,0.092,1.95,0.146,2.0,0.222,2.049,0.329,2.099,0.474,2.15,0.667,2.199,0.903
1.6,0.004,1.65,0.007,1.699,0.012,1.749,0.021,1.8,0.035,1.849,0.058,1.899,0.093,1.95,0.147,2.0,0.224,2.049,0.331,2.099,0.479,2.15,0.673,2.199,0.912
1.599,0.004,1.65,0.007,1.699,0.012,1.749,0.021,1.8,0.035,1.85,0.058,1.899,0.094,1.95,0.148,2.0,0.225,2.049,0.333,2.099,0.482,2.15,0.671,2.199,0.918
1.599,0.0,1.65,0.007,1.699,0.013,1.749,0.021,1.8,0.036,1.85,0.059,1.899,0.095,1.95,0.149,2.0,0.226,2.049,0.335,2.099,0.481,2.15,0.676,2.199,0.924
1.599,0.005,1.65,0.008,1.699,0.013,1.749,0.022,1.8,0.036,1.849,0.059,1.899,0.095,1.95,0.15,2.0,0.229,2.049,0.337,2.099,0.487,2.15,0.683,2.199,0.922
1.599,0.004,1.65,0.008,1.699,0.013,1.749,0.022,1.8,0.036,1.849,0.059,1.899,0.096,1.95,0.15,2.0,0.228,2.049,0.337,2.099,0.486,2.15,0.677,2.199,0.926
1.599,0.0,1.65,0.008,1.699,0.013,1.749,0.022,1.8,0.036,1.85,0.059,1.899,0.095,1.95,0.15,2.0,0.227,2.049,0.336,2.099,0.483,2.15,0.679,2.199,0.929
1.599,0.005,1.65,0.008,1.699,0.013,1.749,0.022,1.8,0.037,1.85,0.06,1.899,0.096,1.95,0.151,2.0,0.229,2.049,0.338,2.099,0.488,2.15,0.685,2.199,0.926
1.6,0.004,1.65,0.008,1.699,0.013,1.749,0.022,1.8,0.036,1.85,0.059,1.899,0.096,1.95,0.151,2.0,0.229,2.049,0.337,2.099,0.488,2.15,0.679,2.199,0.93
1.599,0.0,1.65,0.008,1.699,0.013,1.749,0.022,1.8,0.037,1.849,0.06,1.899,0.097,1.95,0.152,2.0,0.231,2.049,0.341,2.099,0.489,2.15,0.684,2.199,0.935
1.599,0.0,1.65,0.008,1.699,0.013,1.749,0.022,1.8,0.037,1.849,0.061,1.899,0.097,1.95,0.153,2.0,0.234,2.049,0.345,2.099,0.495,2.15,0.695,2.199,0.939
1.6,0.005,1.65,0.008,1.699,0.014,1.749,0.023,1.8,0.038,1.849,0.062,1.899,0.099,1.95,0.156,2.0,0.235,2.049,0.346,2.099,0.499,2.149,0.7,2.199,0.944
1.599,0.005,1.65,0.008,1.699,0.013,1.749,0.023,1.8,0.038,1.849,0.062,1.899,0.099,1.95,0.156,2.0,0.236,2.049,0.348,2.099,0.501,2.15,0.695,2.199,0.948
1.599,0.0,1.65,0.008,1.699,0.014,1.749,0.023,1.8,0.038,1.849,0.062,1.899,0.099,1.95,0.156,2.0,0.236,2.049,0.348,2.099,0.499,2.15,0.7,2.199,0.954
1.599,0.005,1.65,0.008,1.699,0.014,1.749,0.023,1.8,0.039,1.849,0.063,1.899,0.1,1.95,0.157,2.0,0.238,2.049,0.35,2.099,0.505,2.15,0.708,2.199,0.954
1.599,0.005,1.65,0.008,1.699,0.014,1.749,0.023,1.8,0.039,1.85,0.064,1.899,0.102,1.95,0.159,2.0,0.24,2.049,0.354,2.099,0.509,2.15,0.706,2.199,0.964
1.599,0.0,1.65,0.009,1.699,0.014,1.749,0.024,1.8,0.039,1.849,0.064,1.899,0.102,1.95,0.159,2.0,0.24,2.049,0.353,2.099,0.505,2.15,0.707,2.199,0.964
1.6,0.005,1.65,0.008,1.699,0.014,1.749,0.024,1.8,0.04,1.849,0.065,1.899,0.103,1.95,0.161,2.0,0.243,2.049,0.356,2.099,0.511,2.15,0.715,2.199,0.964
1.599,0.005,1.65,0.009,1.699,0.014,1.749,0.024,1.8,0.04,1.849,0.065,1.899,0.104,1.95,0.162,2.0,0.245,2.049,0.358,2.099,0.516,2.15,0.714,2.199,0.972
1.599,0.0,1.65,0.009,1.699,0.014,1.749,0.024,1.8,0.04,1.849,0.065,1.899,0.104,1.95,0.162,2.0,0.244,2.049,0.36,2.099,0.515,2.15,0.72,2.199,0.97
1.599,0.005,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.042,1.85,0.067,1.899,0.106,1.95,0.166,2.0,0.25,2.049,0.364,2.099,0.522,2.15,0.728,2.199,0.978
1.599,0.005,1.65,0.009,1.699,0.015,1.749,0.024,1.8,0.04,1.849,0.065,1.899,0.104,1.95,0.162,2.0,0.245,2.049,0.358,2.099,0.515,2.15,0.714,2.199,0.973
1.599,0.0,1.65,0.009,1.699,0.015,1.749,0.024,1.8,0.041,1.849,0.066,1.899,0.105,1.95,0.163,2.0,0.245,2.049,0.36,2.099,0.513,2.15,0.718,2.199,0.966
1.6,0.005,1.65,0.009,1.699,0.015,1.749,0.024,1.8,0.041,1.85,0.066,1.899,0.104,1.95,0.163,2.0,0.246,2.049,0.36,2.099,0.518,2.15,0.717,2.199,0.974
1.599,0.005,1.65,0.009,1.699,0.015,1.749,0.024,1.8,0.04,1.85,0.065,1.899,0.104,1.95,0.162,2.0,0.244,2.049,0.359,2.099,0.513,2.15,0.719,2.199,0.98
1.599,0.005,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.041,1.849,0.066,1.899,0.105,1.95,0.165,2.0,0.248,2.049,0.363,2.099,0.519,2.15,0.725,2.199,0.975
1.599,0.005,1.65,0.009,1.699,0.014,1.749,0.024,1.8,0.04,1.849,0.065,1.899,0.104,1.95,0.162,2.0,0.245,2.049,0.359,2.099,0.517,2.15,0.716,2.199,0.973
1.599,0.005,1.65,0.009,1.699,0.014,1.749,0.024,1.8,0.04,1.849,0.065,1.899,0.104,1.95,0.162,2.0,0.244,2.049,0.359,2.099,0.516,2.15,0.715,2.199,0.974
1.599,0.0,1.65,0.009,1.699,0.015,1.749,0.024,1.8,0.04,1.85,0.065,1.899,0.103,1.95,0.161,2.0,0.244,2.049,0.358,2.099,0.511,2.15,0.715,2.199,0.964
1.599,0.005,1.65,0.008,1.699,0.014,1.749,0.023,1.8,0.039,1.85,0.064,1.899,0.102,1.95,0.159,2.0,0.24,2.049,0.352,2.099,0.508,2.15,0.705,2.199,0.964
1.599,0.005,1.65,0.008,1.699,0.014,1.749,0.024,1.8,0.039,1.85,0.064,1.899,0.102,1.95,0.16,2.0,0.241,2.049,0.355,2.099,0.508,2.15,0.709,2.199,0.969
1.599,0.005,1.65,0.009,1.699,0.014,1.749,0.024,1.8,0.04,1.85,0.065,1.899,0.103,1.95,0.162,2.0,0.245,2.049,0.361,2.099,0.516,2.15,0.721,2.199,0.972
1.6,0.005,1.65,0.009,1.699,0.014,1.749,0.024,1.8,0.04,1.85,0.065,1.899,0.104,1.95,0.162,2.0,0.244,2.049,0.358,2.099,0.515,2.15,0.715,2.199,0.977
1.599,0.005,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.041,1.85,0.067,1.899,0.106,1.95,0.165,2.0,0.249,2.049,0.367,2.099,0.526,2.15,0.728,2.199,0.991
1.599,0.0,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.042,1.849,0.068,1.899,0.107,1.95,0.166,2.0,0.25,2.049,0.366,2.099,0.522,2.15,0.73,2.199,0.983
1.599,0.006,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.042,1.85,0.068,1.899,0.108,1.95,0.168,2.0,0.252,2.049,0.368,2.099,0.527,2.15,0.735,2.199,0.988
1.599,0.005,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.042,1.85,0.067,1.899,0.107,1.95,0.167,2.0,0.251,2.049,0.368,2.099,0.528,2.15,0.73,2.199,0.994
1.599,0.0,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.042,1.85,0.068,1.899,0.108,1.95,0.168,2.0,0.254,2.049,0.372,2.099,0.531,2.15,0.741,2.199,0.997
1.599,0.006,1.65,0.009,1.699,0.016,1.749,0.026,1.8,0.043,1.849,0.07,1.899,0.11,1.95,0.17,2.0,0.256,2.049,0.373,2.099,0.535,2.15,0.738,2.199,1.001
1.599,0.006,1.65,0.009,1.699,0.015,1.749,0.026,1.8,0.043,1.849,0.069,1.899,0.109,1.95,0.169,2.0,0.254,2.049,0.373,2.099,0.534,2.15,0.737,2.199,1.003
1.599,0.0,1.65,0.009,1.699,0.016,1.749,0.026,1.8,0.043,1.849,0.069,1.899,0.109,1.95,0.17,2.0,0.255,2.049,0.374,2.099,0.532,2.15,0.743,2.199,0.998
1.599,0.006,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.042,1.849,0.068,1.899,0.108,1.95,0.168,1.999,0.254,2.049,0.37,2.099,0.532,2.15,0.736,2.199,0.998
1.599,0.006,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.042,1.849,0.068,1.899,0.108,1.95,0.168,2.0,0.252,2.049,0.37,2.099,0.531,2.15,0.734,2.199,1.001
1.599,0.0,1.65,0.009,1.699,0.016,1.749,0.026,1.8,0.042,1.85,0.069,1.899,0.109,1.95,0.169,2.0,0.255,2.049,0.373,2.099,0.532,2.15,0.743,2.199,0.999
1.599,0.006,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.042,1.849,0.068,1.899,0.107,1.95,0.167,1.999,0.251,2.049,0.367,2.099,0.528,2.15,0.73,2.199,0.992
1.599,0.005,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.041,1.849,0.067,1.899,0.106,1.95,0.165,2.0,0.249,2.049,0.366,2.099,0.525,2.15,0.727,2.199,0.993
1.6,0.006,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.042,1.85,0.068,1.899,0.107,1.95,0.167,2.0,0.251,2.049,0.369,2.099,0.526,2.15,0.735,2.199,0.989
1.599,0.005,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.041,1.849,0.067,1.899,0.106,1.95,0.165,2.0,0.249,2.049,0.364,2.099,0.525,2.15,0.727,2.199,0.988
1.599,0.005,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.041,1.849,0.067,1.899,0.105,1.95,0.164,2.0,0.247,2.049,0.363,2.099,0.519,2.15,0.728,2.199,0.993
1.599,0.006,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.041,1.849,0.067,1.899,0.106,1.95,0.165,2.0,0.249,2.049,0.366,2.099,0.524,2.15,0.734,2.199,0.988
1.599,0.005,1.65,0.009,1.699,0.015,1.749,0.024,1.8,0.041,1.849,0.066,1.899,0.105,1.95,0.164,2.0,0.247,2.049,0.362,2.099,0.522,2.15,0.724,2.199,0.985
1.599,0.005,1.65,0.009,1.699,0.015,1.749,0.024,1.8,0.04,1.85,0.066,1.899,0.104,1.95,0.163,2.0,0.245,2.049,0.362,2.099,0.518,2.15,0.727,2.199,0.994
1.599,0.006,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.041,1.849,0.067,1.899,0.106,1.95,0.165,2.0,0.249,2.049,0.366,2.099,0.523,2.15,0.733,2.199,0.989
1.599,0.005,1.65,0.009,1.699,0.015,1.749,0.024,1.8,0.041,1.849,0.066,1.899,0.105,1.95,0.164,2.0,0.248,2.049,0.363,2.099,0.523,2.15,0.725,2.199,0.992
1.599,0.0,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.041,1.849,0.067,1.899,0.106,1.95,0.165,2.0,0.25,2.049,0.367,2.099,0.525,2.149,0.736,2.199,1.003
1.599,0.006,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.042,1.849,0.068,1.899,0.107,1.95,0.167,2.0,0.252,2.049,0.369,2.099,0.53,2.15,0.741,2.199,0.997
1.599,0.006,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.041,1.849,0.067,1.899,0.106,1.95,0.165,2.0,0.249,2.049,0.365,2.099,0.526,2.15,0.729,2.199,0.997
1.599,0.0,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.041,1.85,0.067,1.899,0.107,1.95,0.166,2.0,0.25,2.049,0.367,2.099,0.525,2.15,0.735,2.199,0.991
1.6,0.006,1.65,0.009,1.699,0.016,1.749,0.025,1.8,0.042,1.85,0.068,1.899,0.108,1.95,0.168,2.0,0.253,2.049,0.369,2.099,0.529,2.15,0.742,2.199,0.998
1.6,0.006,1.65,0.009,1.699,0.015,1.749,0.025,1.8,0.042,1.85,0.068,1.899,0.107,1.95,0.167,2.0,0.252,2.049,0.368,2.099,0.53,2.15,0.735,2.199,1.005
1.599,0.0,1.65,0.009,1.699,0.015,1.749,0.026,1.8,0.042,1.849,0.069,1.899,0.109,1.95,0.17,2.0,0.256,2.049,0.376,2.099,0.536,2.15,0.751,2.199,1.024
1.6,0.006,1.65,0.01,1.699,0.016,1.749,0.027,1.8,0.044,1.849,0.071,1.899,0.112,1.95,0.173,2.0,0.26,2.049,0.381,2.099,0.541,2.15,0.756,2.199,1.016
1.599,0.006,1.65,0.01,1.699,0.016,1.749,0.026,1.8,0.043,1.849,0.07,1.899,0.111,1.95,0.172,2.0,0.259,2.049,0.378,2.099,0.543,2.15,0.751,2.199,1.02
1.599,0.006,1.65,0.01,1.699,0.016,1.749,0.027,1.8,0.044,1.849,0.071,1.899,0.113,1.95,0.175,2.0,0.262,2.049,0.384,2.099,0.546,2.15,0.76,2.199,1.036
1.6,0.006,1.65,0.01,1.699,0.017,1.749,0.028,1.8,0.045,1.85,0.073,1.899,0.114,1.95,0.177,2.0,0.265,2.049,0.386,2.099,0.55,2.149,0.768,2.199,1.032
1.599,0.006,1.65,0.01,1.699,0.016,1.749,0.027,1.799,0.045,1.849,0.072,1.899,0.113,1.95,0.175,2.0,0.263,2.049,0.383,2.099,0.549,2.15,0.758,2.199,1.034
1.599,0.0,1.65,0.01,1.699,0.017,1.749,0.027,1.8,0.045,1.849,0.072,1.899,0.114,1.95,0.176,2.0,0.263,2.049,0.385,2.099,0.548,2.15,0.765,2.199,1.04
1.599,0.006,1.65,0.01,1.699,0.017,1.749,0.028,1.8,0.045,1.849,0.073,1.899,0.115,1.95,0.177,2.0,0.265,2.049,0.388,2.099,0.551,2.149,0.769,2.199,1.032
1.599,0.006,1.65,0.01,1.699,0.017,1.749,0.027,1.8,0.045,1.849,0.072,1.899,0.114,1.95,0.176,2.0,0.265,2.049,0.385,2.099,0.552,2.149,0.769,2.199,1.032
1.599,0.006,1.65,0.01,1.699,0.016,1.749,0.027,1.8,0.045,1.849,0.072,1.899,0.113,1.95,0.175,2.0,0.262,2.049,0.384,2.099,0.551,2.149,0.761,2.199,1.038
1.599,0.0,1.65,0.01,1.699,0.017,1.749,0.028,1.8,0.045,1.849,0.073,1.899,0.114,1.95,0.177,1.999,0.265,2.049,0.388,2.099,0.551,2.15,0.769,2.199,1.034
1.599,0.007,1.65,0.01,1.699,0.017,1.749,0.028,1.8,0.046,1.849,0.074,1.899,0.117,1.95,0.18,2.0,0.27,2.049,0.393,2.099,0.557,2.15,0.777,2.199,1.042
1.599,0.006,1.65,0.01,1.699,0.017,1.749,0.028,1.8,0.046,1.849,0.073,1.899,0.115,1.95,0.178,2.0,0.267,2.049,0.388,2.099,0.556,2.15,0.768,2.199,1.042
1.599,0.006,1.65,0.01,1.699,0.017,1.749,0.028,1.8,0.046,1.849,0.073,1.899,0.116,1.95,0.179,2.0,0.268,2.049,0.392,2.099,0.561,2.15,0.773,2.199,1.052
1.599,0.0,1.65,0.011,1.699,0.018,1.749,0.028,1.8,0.046,1.85,0.075,1.899,0.117,1.95,0.181,2.0,0.271,2.049,0.396,2.099,0.562,2.15,0.784,2.199,1.051
1.599,0.006,1.65,0.011,1.699,0.017,1.749,0.028,1.8,0.046,1.849,0.074,1.899,0.116,1.95,0.179,2.0,0.268,2.049,0.39,2.099,0.559,2.15,0.771,2.199,1.046
1.599,0.006,1.65,0.01,1.699,0.017,1.749,0.028,1.8,0.046,1.849,0.073,1.899,0.116,1.95,0.179,2.0,0.268,2.049,0.392,2.099,0.561,2.15,0.774,2.199,1.054
1.599,0.007,1.65,0.011,1.699,0.018,1.749,0.029,1.8,0.046,1.849,0.075,1.899,0.117,1.95,0.18,2.0,0.27,2.049,0.394,2.099,0.559,2.15,0.782,2.199,1.051
1.6,0.006,1.65,0.01,1.699,0.017,1.749,0.028,1.8,0.046,1.85,0.074,1.899,0.116,1.95,0.179,2.0,0.268,2.049,0.39,2.099,0.56,2.15,0.772,2.199,1.049
1.599,0.006,1.65,0.01,1.699,0.017,1.749,0.028,1.8,0.046,1.849,0.074,1.899,0.117,1.95,0.181,2.0,0.271,2.049,0.396,2.099,0.567,2.149,0.781,2.199,1.065
1.599,0.0,1.65,0.011,1.699,0.018,1.749,0.029,1.8,0.048,1.849,0.077,1.899,0.12,1.95,0.185,2.0,0.276,2.049,0.401,2.099,0.568,2.15,0.791,2.199,1.059
1.599,0.006,1.65,0.01,1.699,0.017,1.749,0.028,1.8,0.047,1.849,0.075,1.899,0.117,1.95,0.181,2.0,0.271,2.049,0.394,2.099,0.565,2.15,0.779,2.199,1.057
1.599,0.007,1.65,0.011,1.699,0.017,1.749,0.029,1.8,0.047,1.849,0.075,1.899,0.117,1.95,0.181,2.0,0.271,2.049,0.396,2.099,0.562,2.15,0.781,2.199,1.064
1.599,0.007,1.65,0.011,1.699,0.018,1.749,0.029,1.8,0.047,1.849,0.076,1.899,0.119,1.95,0.184,2.0,0.275,2.049,0.401,2.099,0.568,2.149,0.792,2.199,1.062
1.599,0.007,1.65,0.011,1.699,0.018,1.749,0.029,1.8,0.047,1.849,0.075,1.899,0.119,1.95,0.183,2.0,0.273,2.049,0.396,2.099,0.567,2.149,0.782,2.199,1.067
1.599,0.0,1.65,0.011,1.699,0.018,1.749,0.029,1.8,0.048,1.849,0.077,1.899,0.12,1.95,0.185,2.0,0.275,2.049,0.401,2.099,0.568,2.15,0.791,2.199,1.077
